,장르,제목,좋아요,별점,정식연재
1348,스토리,히어로망스,"1,777",9.85,0
1349,스토리,너나들이,"11,255",9.87,0
1350,스토리,검의계승자,"3,007",9.87,0
1351,스토리,사귀자,"5,772",9.87,0
1352,스토리,위치파이와 미드나잇주스,"19,741",9.84,0
1353,스토리,마왕이 되는 중2야,"2,850",9.88,1
1354,스토리,랭커앤랭커,"9,873",9.8,0
1355,스토리,트위너,"3,503",9.83,0
1356,스토리,소녀의 마음으로,"2,273",9.85,0
1357,스토리,이웃집의 스토커군,"2,498",9.59,0
1358,스토리,사춘기소녀 커플즈,"63,436",9.81,0
1359,스토리,이별에서 우리는,730,9.86,0
1360,스토리,지구인입니다,"9,253",9.88,0
1361,스토리,미로의 정원,"6,324",9.89,0
1362,스토리,블랙앤서,"2,836",9.74,0
1363,스토리,오늘은 비,"12,519",9.89,0
1364,스토리,리틀프린스!,"3,507",9.77,0
1365,스토리,낭랑 18세,"5,074",9.85,0
1366,스토리,연애혁명,"6,664",9.86,1
1367,스토리,하늘에 핀 동백꽃,"11,209",9.88,0
1368,스토리,하이퍼(HYPER),"1,457",9.46,0
1369,스토리,돌아와 리즈!,"2,963",9.77,0
1370,스토리,잊지 말아요,"5,148",9.86,0
1371,스토리,투명한 동거,"2,558",9.85,1
1372,스토리,알타고,845,9.75,0
1373,스토리,[BL] Fools,532,9.35,0
1374,스토리,미르신화전기,"3,849",9.86,0
1375,스토리,10월 28일,"2,913",9.88,1
1376,스토리,합법해적 파르페,"2,589",9.9,1
1377,스토리,아홉수 우리들,"3,524",9.89,1
1378,스토리,별의아씨,"4,730",9.59,0
1379,스토리,초월! 집사소녀!!,"1,758",9.54,0
1380,스토리,설레긴 개뿔,"8,010",9.85,0
1381,스토리,달리다굼,"10,274",9.85,0
1382,스토리,절교여행,589,9.82,0
1383,스토리,죽은자를 상대하는 방법,"5,407",9.85,0
1384,스토리,가타부타타,"3,576",9.85,1
1385,스토리,고냥고냥,"10,886",9.9,0
1386,스토리,셀리아의 어린 연인,"1,058",9.84,0
1387,스토리,요괴백정,"2,468",9.85,0
1388,스토리,달수이야기,"6,620",9.86,1
1389,스토리,거미의 상자,"8,620",9.9,0
1390,스토리,그 앨리스에게 판타지란 없다,918,9.89,0
1391,스토리,검은인간,"1,275",9.89,1
1392,스토리,구남친톡,505,9.85,0
1393,스토리,사형제,"11,532",9.88,0
1394,스토리,언더페인팅,"2,622",9.89,0
1395,스토리,불러줘 내 이름만,"2,612",9.88,0
1396,스토리,일어나보니 치킨,"2,955",9.86,0
1397,스토리,실연소녀,"7,549",9.89,0
1398,스토리,요리GO,"3,163",9.82,1
1399,스토리,청춘고딩,"1,956",9.69,0
1400,스토리,다이어트는 내일부터,"3,178",9.69,0
1401,스토리,완전범죄,996,9.68,0
1402,스토리,스타일리쉬 리벤지,"9,586",9.62,0
1403,스토리,이매무당전,"4,576",9.9,0
1404,스토리,그 세계의 공주님,"6,378",9.87,0
1405,스토리,너는 나의 나는 너의 수호천사,"10,300",9.88,0
1406,스토리,빅보이,"1,822",9.82,0
1407,스토리,강한사랑,912,9.88,0
1408,스토리,소환진이 좀 이상해 보이는 건 기분 탓이겠지,"10,702",9.9,0
1409,스토리,리프로듀싱,"4,639",9.6,0
1410,스토리,동아리방 202호,"2,689",9.88,0
1411,스토리,정상이되고싶어,"2,980",9.86,0
1412,스토리,안녕도깨비,"3,084",9.87,0
1413,스토리,언원티드,"2,564",9.84,1
1414,스토리,A의 세계,"14,505",9.4,0
1415,스토리,시간이 머문 집,"9,162",9.88,0
1416,스토리,체리블로섬,"8,438",9.89,0
1417,스토리,짐승뎐,"3,260",9.87,0
1418,스토리,뱀이 앉은 자리,"1,415",9.72,1
1419,스토리,의자왕 체어맨,14,9.57,0
1420,스토리,껌은 고양이 뇌로,"6,504",9.82,0
1421,스토리,막역지우,"8,307",9.81,0
1422,스토리,자체공강,"12,820",9.86,0
1423,스토리,지울 수 있을까?,"5,370",9.89,0
1424,스토리,전염소녀,"4,642",9.86,0
1425,스토리,모솔탈출 일대기,"1,392",9.65,0
1426,스토리,RUN,"1,071",9.79,0
1427,스토리,가상&RPG,"14,393",9.88,0
1428,스토리,요조신사 마초숙녀,586,9.75,0
1429,스토리,털털하지만 괜찮아!,661,9.14,0
1430,스토리,카인의표적,"2,811",9.85,0
1431,스토리,하이스쿨 콤플렉스(마이동풍),"13,493",9.63,0
1432,스토리,나는 사람입니다.,169,9.86,0
1433,스토리,나의 작은 여우별,"11,186",9.9,0
1434,스토리,빅맨,280,6.15,1
1435,스토리,사랑니(confused),"2,631",9.86,0
1436,스토리,너는 내게,"2,445",9.89,0
1437,스토리,마지막휴가,"7,056",9.62,0
1438,스토리,괴신,"3,588",9.85,0
1439,스토리,범인에 대하여,"3,490",9.87,0
1440,스토리,차원의 소녀,"7,043",9.89,0
1441,스토리,무한몽,"6,431",9.78,0
1442,스토리,떡볶이 가게 아가씨,"1,441",8.66,0
1443,스토리,외모지상주의,"48,537",9.86,1
1444,스토리,검은피의 도시,"1,403",9.77,0
1445,스토리,별을 삼킨 너에게,"3,800",9.66,1
1446,스토리,푸른사막 아아루,"3,595",9.89,1
1447,스토리,화이트데이,"2,460",9.3,0
1448,스토리,아가씨와 우렁총각,"2,605",9.88,0
1449,스토리,행쇼,975,9.77,0
1450,스토리,늑대와의 동침,"3,379",9.85,0
1451,스토리,그냥조금불편할뿐인데,"5,409",9.88,0
1452,스토리,남자들이 나를 좋아해,425,9.72,0
1453,스토리,웨일즈,"8,465",9.9,0
1454,스토리,오늘만 사는 토끼가면,"1,060",9.82,0
1455,스토리,너를 만나다,"17,745",9.89,0
1456,스토리,카리스마,"3,640",9.89,0
1457,스토리,블러드문,"3,268",9.74,0
1458,스토리,연애 못하는 여자,"4,043",9.82,0
1459,스토리,매일 참는 남자,"2,132",9.62,0
1460,스토리,종이비행기를 날리면,"5,480",9.83,0
1461,스토리,데드위크 [Dead Week],"2,061",9.79,0
1462,스토리,바(Bar),"2,916",9.87,0
1463,스토리,나를 깨우러 온,"2,502",9.89,0
1464,스토리,현악 4중주 - 콰르텟,840,9.56,0
1465,스토리,티안,"1,656",9.86,0
1466,스토리,숲속의 성,"16,233",9.88,0
1467,스토리,나이베디야,"4,562",9.85,0
1468,스토리,스코칭 로맨스,514,9.85,1
1469,스토리,나의 스위치 메이트,"14,821",9.89,0
1470,스토리,이계리턴즈,"2,319",9.85,0
1471,스토리,식욕 로맨스,"2,063",9.88,0
1472,스토리,어글리후드,"2,510",9.89,1
1473,스토리,기프트!,"1,612",9.87,0
1474,스토리,에르나크,934,9.85,0
1475,스토리,파블(fable),"6,834",9.85,0
1476,스토리,개구리공주,697,9.87,0
1477,스토리,"용사갑,마왕을","1,676",9.88,0
1478,스토리,바퀴!,659,9.52,0
1479,스토리,내 첫 사랑에 대한 기억,"1,695",9.87,0
1480,스토리,가출천사 육성계약,"3,669",9.89,0
1481,스토리,나는 부활 마법을 가졌다,"5,727",9.86,0
1482,스토리,나와 악수하는 시간,"1,883",9.83,0
1483,스토리,캔버스,"2,864",9.84,0
1484,스토리,좋은날,"2,374",9.83,0
1485,스토리,고민상담특별부,"2,891",9.86,0
1486,스토리,발렌타인데이,"1,983",9.69,0
1487,스토리,던전의 주인님,"2,905",9.88,0
1488,스토리,시리우스,"1,521",9.85,0
1489,스토리,옥탑빵,"6,006",9.9,0
1490,스토리,사여자,"3,834",9.83,0
1491,스토리,몬스터 커맨더F,"9,025",9.86,0
1492,스토리,라인리스 :: Lineless,"4,382",9.85,0
1493,스토리,별▶주부전,"5,218",9.87,0
1494,스토리,더 익스트림,"1,200",9.33,0
1495,스토리,빌런즈,"3,287",9.89,0
1496,스토리,슬픔을 먹는 남자,"8,739",9.89,0
1497,스토리,달콤포근 베이커리,474,9.79,0
1498,스토리,산들바람,"1,985",9.83,0
1499,스토리,살인마들,839,9.89,0
1500,스토리,곤충전,"1,763",9.86,0
1501,스토리,갓도령스,620,9.88,1
1502,스토리,연습생 고영신,"3,509",9.85,0
1503,스토리,유치원 신드롬,595,9.59,0
1504,스토리,한 지붕 아래,"1,702",9.89,0
1505,스토리,지금은 여관주인!!,"2,809",9.9,0
1506,스토리,후크,"2,642",9.87,0
1507,스토리,화귀,"2,495",9.85,0
1508,스토리,눈을감다,"1,819",9.66,0
1509,스토리,DJ 카일하우스,"9,158",9.84,0
1510,스토리,랜드라이프,"9,242",9.89,0
1511,스토리,클릭금지,836,9.74,0
1512,스토리,비행소년,"6,103",9.89,0
1513,스토리,개남,"2,246",9.89,0
1514,스토리,적막소녀,"1,995",9.86,0
1515,스토리,정령왕즈,"9,045",9.88,0
1516,스토리,윈터하츠,"6,375",9.89,0
1517,스토리,격이 다른 남자,"1,219",9.86,0
1518,스토리,리부트,523,9.75,0
1519,스토리,어둠이 내게 오면,"4,692",9.86,0
1520,스토리,저주인형,"1,591",9.89,0
1521,스토리,매구인게 어때서?!,"3,161",9.84,0
1522,스토리,오늘은 꼭 고백할 거야!,"2,819",9.88,0
1523,스토리,"Please kiss me, Princess","7,831",9.89,0
1524,스토리,탑코너,372,8.74,1
1525,스토리,엔드와 세이브,"1,809",9.61,0
1526,스토리,엘레노이 아타락시아,"6,737",9.87,0
1527,스토리,신의 탑,"1,110",9.73,0
1528,스토리,악취,930,9.76,1
1529,스토리,옆집에 신이산다,"1,740",9.72,0
1530,스토리,오십과 오십의 세계,"6,573",9.86,0
1531,스토리,호구와 싸가지,"6,212",9.89,0
1532,스토리,붉게 물들 홍,"2,669",9.89,0
1533,스토리,가족같은회사,"1,827",9.86,0
1534,스토리,남의 사랑 이야기,"7,966",9.8,0
1535,스토리,엑스텐,"2,244",9.85,0
1536,스토리,스타의 학교생활,"3,017",9.76,0
1537,스토리,"4월,벚꽃 우리들","4,855",9.89,0
1538,스토리,더블랙LABEL,"4,005",9.9,0
1539,스토리,신 별주부전,"1,057",9.9,0
1540,스토리,^-^ (캐럿하이픈캐럿),"3,400",9.46,0
1541,스토리,저주와 별가루,"4,329",9.74,0
1542,스토리,쓰레기 성의 소녀,"8,695",9.89,0
1543,스토리,미친악마,301,9.84,0
1544,스토리,스펙터즈,"3,342",9.89,0
1545,스토리,행복을 입혀 드립니다,"3,101",9.89,0
1546,스토리,아더의왕국,522,9.88,0
1547,스토리,당신을 사랑하고 싶습니다.,636,9.74,0
1548,스토리,인더하우스,"4,329",9.84,0
1549,스토리,백설:잔혹동화,"5,183",9.85,0
1550,스토리,야수와 줄리엣,294,9.88,0
1551,스토리,유포리아,"1,967",9.74,0
1552,스토리,협주곡,"2,635",9.88,0
1553,스토리,하나린 하나린,"4,046",9.88,0
1554,스토리,사이클,"2,538",9.88,0
1555,스토리,정귀괴담록,"1,036",9.86,0
1556,스토리,죽은 자들의 도시에서,"1,295",9.72,0
1557,스토리,9등급 뒤집기,"1,966",8.58,1
1558,스토리,이클립스,"4,176",9.86,0
1559,스토리,판타지 여동생!,507,9.46,1
1560,스토리,데일리 위치,"1,533",9.85,0
1561,스토리,로보택틱스,"1,172",9.78,0
1562,스토리,이세계 용사랑 마왕 뭐 그런거 알잖아?,"1,178",9.88,0
1563,스토리,2015 범죄스릴러 에스,"1,187",9.66,0
1564,스토리,아머나이트,"1,379",9.78,0
1565,스토리,그리고 아무 일도 없었다.,"7,179",9.82,0
1566,스토리,풍월주,"2,541",9.83,0
1567,스토리,마음을 훔치는 여자,"1,129",9.71,0
1568,스토리,좋은 꿈 꾸세요,"1,988",9.89,0
1569,스토리,바닷속의 춘향,"4,838",9.78,0
1570,스토리,마녀가 잠든 사이에,792,9.86,0
1571,스토리,지나치게 달콤한,"4,036",9.85,0
1572,스토리,차가움에게 은총을,768,9.83,0
1573,스토리,불멸의 드래곤,354,9.43,0
1574,스토리,검은소,"1,218",9.83,0
1575,스토리,망상되감기,"2,235",9.89,0
1576,스토리,무한의 팔라무트,"2,563",9.8,0
1577,스토리,내가 황제를 만났을때,"1,104",9.66,0
1578,스토리,하필 너야?!,"2,025",9.76,0
1579,스토리,찬란하게 드리우다,"2,866",9.87,0
1580,스토리,고양이가 할퀴고 간 자리,"2,221",9.82,0
1581,스토리,루턴 -past story-,"2,611",9.84,0
1582,스토리,나라면 절대 안그래,"1,739",9.5,0
1583,스토리,LIVE 썸&쌈,"5,440",9.42,0
1584,스토리,사나울,730,9.85,0
1585,스토리,"안녕, 앨리스","11,033",9.83,0
1586,스토리,반짝반짝 왕자님,"2,261",9.89,0
1587,스토리,시큼새큼,276,9.84,1
1588,스토리,막순이,"1,537",9.85,0
1589,스토리,양지리정신병원,"1,902",9.19,0
1590,스토리,교환일기,326,9.63,1
1591,스토리,사소한 일로 계약,"1,015",9.55,0
1592,스토리,수호령,"1,325",9.88,0
1593,스토리,퇴마부,"1,521",9.82,0
1594,스토리,흑묘,"4,920",9.72,0
1595,스토리,내 남친은 이세계를 구한 용사님!?,454,9.86,0
1596,스토리,데스티니,"2,446",9.81,0
1597,스토리,하이스쿨 히어로즈,"1,106",9.77,0
1598,스토리,어나더,"1,290",9.86,0
1599,스토리,빨간 고백,"6,828",9.74,0
1600,스토리,좋아하는부분,989,9.87,1
1601,스토리,자각몽,"3,412",9.89,0
1602,스토리,내가 안했어요,"8,429",9.83,0
1603,스토리,반짝반짝 빛나는,"4,815",9.89,0
1604,스토리,상현당,"2,891",9.63,0
1605,스토리,내 룸메이트는 마네킹,"5,100",9.8,1
1606,스토리,머리카락을 뽑으면,700,9.81,1
1607,스토리,천상대전,"2,897",9.87,0
1608,스토리,카니발라이즈,"1,961",9.85,0
1609,스토리,바리이야기,"2,836",9.88,0
1610,스토리,그를 좋아한다,"2,536",9.65,0
1611,스토리,아빠 내일은 뭐하고 놀까?,913,9.78,0
1612,스토리,중고 팔레트,"2,170",9.84,0
1613,스토리,연애천재,"3,308",9.86,0
1614,스토리,잃어버린 시간을 드립니다,"1,994",9.86,0
1615,스토리,킬링타임,749,9.83,1
1616,스토리,건마왕증,"4,062",9.72,0
1617,스토리,식인귀,"1,919",9.63,0
1618,스토리,선수들,892,9.66,0
1619,스토리,결혼은 싫어,"2,928",9.73,0
1620,스토리,끝난게 아니다 (청춘은 야구&사랑),"1,236",9.64,0
1621,스토리,미즈라 태양의 성,"3,490",9.89,0
1622,스토리,블루믹 (BlueMIC),"11,149",9.88,0
1623,스토리,연애를 못하는 남자,350,9.85,0
1624,스토리,룽과크리스,"3,776",9.87,0
1625,스토리,애플 에이지,"3,152",9.87,0
1626,스토리,달을 그리는 숲,815,9.75,0
1627,스토리,듀이,"1,080",9.85,0
1628,스토리,로맨스를 찾아줘,"4,214",9.78,0
1629,스토리,뷰티어스 인,"1,280",7.46,0
1630,스토리,나만 아는 사랑,307,9.85,0
1631,스토리,맛있는 남자,"9,857",9.88,0
1632,스토리,참새는 새신부!,332,9.8,1
1633,스토리,쓰리스쿨즈,"2,085",9.9,0
1634,스토리,병,"1,080",9.78,1
1635,스토리,보급형 콤플렉스,772,9.86,0
1636,스토리,1+1,"1,950",9.86,0
1637,스토리,달란트,"2,112",9.88,0
1638,스토리,나주금입니다(너에게만 보이는),571,9.87,1
1639,스토리,신의 마녀,"7,188",9.87,0
1640,스토리,드라코런 :: Dracorun,975,9.8,0
1641,스토리,양치기 소년,"1,023",9.78,0
1642,스토리,코르보(Corvo),742,9.86,0
1643,스토리,남주만 9명?!,"2,049",9.67,0
1644,스토리,19세기 비망록,"1,592",9.79,0
1645,스토리,끝과 시작,"1,497",9.89,0
1646,스토리,1시간 30분,"5,728",9.89,0
1647,스토리,네가 머무는 자리,"1,799",9.83,0
1648,스토리,스페로 스페라,"5,337",9.88,0
1649,스토리,두번째의 왕자님,"4,150",9.88,0
1650,스토리,사신기,832,9.8,0
1651,스토리,앨리스를 위하여,"2,732",9.87,0
1652,스토리,마계의 황녀,"7,258",9.87,0
1653,스토리,림딩동,"5,092",9.73,0
1654,스토리,백수세끼,721,9.44,1
1655,스토리,우리들의 트로이메라이,"2,672",9.88,0
1656,스토리,지켜라!여의주!,"3,682",9.71,0
1657,스토리,아이엠 헝그리,"1,578",9.79,0
1658,스토리,천상열차분야지도,"2,882",9.87,0
1659,스토리,우리집에 곰이 이사왔다,"2,635",9.89,1
1660,스토리,마녀 어머니와 좀비 아들,950,9.85,0
1661,스토리,신선님과 함께,"4,011",9.87,0
1662,스토리,CARNIVAL,106,9.52,0
1663,스토리,사물놀이 -부서진 악기-,"4,664",9.89,0
1664,스토리,용사를 물리쳐라!,"2,058",9.9,0
1665,스토리,시간과 사연,"7,238",9.79,0
1666,스토리,겨울밤,"5,361",9.85,0
1667,스토리,마음의 온도,"11,178",9.85,0
1668,스토리,지오코소 가난뱅이,"2,134",9.89,0
1669,스토리,너와 나의 90일,"1,716",9.85,0
1670,스토리,대디보이,"1,029",9.73,0
1671,스토리,목소리의 그늘,"6,680",9.9,0
1672,스토리,"안녕, 나의 길고양이","5,148",9.89,0
1673,스토리,에스키스,"1,372",9.85,0
1674,스토리,유사소년소녀,216,9.88,0
1675,스토리,풋내기들,"4,819",9.54,1
1676,스토리,미모(美母)를 찾아서,"1,732",9.88,0
1677,스토리,STONE AGE,"4,859",9.89,0
1678,스토리,731바이러스,"1,731",9.74,0
1679,스토리,수상한 가족협정,"1,734",9.89,0
1680,스토리,티레시아스,"4,128",9.85,0
1681,스토리,디드롭스 (D.drops),"1,793",9.88,0
1682,스토리,달맞이꽃,"3,712",9.82,0
1683,스토리,용사님이시다,"3,731",9.85,0
1684,스토리,뱀파이어 수난시대,492,9.76,0
1685,스토리,크리스마스는 쨈과 함께,"1,237",9.86,0
1686,스토리,큐레이터,"2,070",9.72,0
1687,스토리,아무도 믿지마,"4,500",9.82,0
1688,스토리,크리비 (Crea.B),"3,904",9.77,0
1689,스토리,내 매력에 퐁당,"3,481",9.57,0
1690,스토리,도시소녀 귀농기,"2,814",9.81,0
1691,스토리,연고남,"1,172",9.67,0
1692,스토리,왕과 그림자와 여자,"2,263",9.76,0
1693,스토리,중간계 사우나,"8,063",9.82,0
1694,스토리,에스프레소 케이크,593,9.86,0
1695,스토리,열렙전사,379,9.71,1
1696,스토리,마킹!!,804,9.25,0
1697,스토리,정글짐 위에 올라,"2,820",9.89,0
1698,스토리,금빛아이는 새벽을 달린다,"6,582",9.89,1
1699,스토리,플레이어,424,9.56,0
1700,스토리,살문 (殺門),"2,054",9.69,0
1701,스토리,허니버니,435,9.86,1
1702,스토리,신과의 대화,"5,175",9.77,0
1703,스토리,윈터우즈,"2,505",9.86,1
1704,스토리,나라 구한 전생,"3,638",9.89,0
1705,스토리,너에게까지 시속 100km,"11,677",9.85,0
1706,스토리,오버사이즈러브,"2,828",9.73,0
1707,스토리,체크포인트,469,9.6,1
1708,스토리,오늘의 컨셉,"1,494",9.52,0
1709,스토리,심박수1280,789,9.72,0
1710,스토리,어린공주,"1,114",9.89,0
1711,스토리,상냥한 녀석들,841,9.55,0
1712,스토리,소피아가 머리카락을 쓸어넘길 때,"5,619",9.89,0
1713,스토리,나고야,"1,943",9.54,0
1714,스토리,디 언더사이즈드(THE UNDERSIZED),"1,568",9.53,0
1715,스토리,개천사,882,9.89,0
1716,스토리,마녀는 그렇게 죽었다,"1,154",9.84,0
1717,스토리,그의 박물관엔 수상한 미라가 있다.,873,9.89,0
1718,스토리,유만즈,828,9.85,0
1719,스토리,전지적귀신시점,"1,039",9.88,0
1720,스토리,나의 별에게,"9,319",9.89,0
1721,스토리,슬립워커,573,9.84,0
1722,스토리,렝드,885,9.85,0
1723,스토리,마왕이 상병신,"3,738",9.87,0
1724,스토리,드리머,374,9.41,0
1725,스토리,칼로리메트리,784,9.75,0
1726,스토리,아수라게이트,"2,714",9.47,0
1727,스토리,신의 프시키온,"1,088",9.84,0
1728,스토리,별님 아래 귤님,"3,299",9.69,0
1729,스토리,방과후 베이스볼 클럽,"3,637",9.69,0
1730,스토리,여자들의 뒷담화,"6,469",9.87,0
1731,스토리,나루아씨전,"1,178",9.86,0
1732,스토리,오늘과 내일의 경계,"1,963",9.89,0
1733,스토리,귀여움이 죄라면 너는 사형!,"1,620",9.88,0
1734,스토리,12HOUR monster,"1,071",9.8,0
1735,스토리,마왕이 되는 방법,"2,815",9.83,0
1736,스토리,데몬데몬,"2,324",9.85,0
1737,스토리,성장통 소나타,"2,652",9.89,0
1738,스토리,방과후에,459,9.82,0
1739,스토리,신의 계약서,"2,147",9.63,0
1740,스토리,페이퍼,435,9.8,0
1741,스토리,인더섀도우,"2,494",9.89,0
1742,스토리,친해져요 금봉씨,"1,325",9.83,0
1743,스토리,특이점 2045,"1,008",9.88,0
1744,스토리,살인교사,826,9.48,0
1745,스토리,내 안에 깃든 너,624,9.88,0
1746,스토리,비트윈,"3,741",9.78,0
1747,스토리,십이야(十二夜),315,9.79,0
1748,스토리,Alone,362,9.77,0
1749,스토리,피노키오의 소녀,"2,373",9.73,1
1750,스토리,고향집,"1,194",9.83,0
1751,스토리,MODEL (모델),72,8.14,0
1752,스토리,королева(퀸),"1,228",9.82,0
1753,스토리,어둠 속을 날아서,480,9.73,0
1754,스토리,성형애인,237,9.72,0
1755,스토리,파리스의 선택,"2,670",9.89,0
1756,스토리,로즈관찰일기,"1,136",9.75,0
1757,스토리,변이,"1,152",9.85,0
1758,스토리,파도를 삼킨 어항,"2,233",9.75,0
1759,스토리,가위바위보,"1,476",9.59,0
1760,스토리,편의점의 마법사,"2,129",9.89,0
1761,스토리,단편들,"2,747",9.9,0
1762,스토리,Hello Death! [헬로데스],939,9.84,0
1763,스토리,SCP-The Administrator,256,8.83,0
1764,스토리,꿀밤,735,9.86,0
1765,스토리,월혼,"6,414",9.74,0
1766,스토리,누나가 돌아왔다!,240,9.77,0
1767,스토리,IDOL FAN,669,9.57,0
1768,스토리,인연입니까?,"1,139",9.7,0
1769,스토리,신이 없는 세계,"1,060",9.88,0
1770,스토리,어글리 피플즈,"1,018",8.7,1
1771,스토리,문카니발,310,9.57,0
1772,스토리,판데모니움,196,9.59,0
1773,스토리,Free Or UNfree,751,9.8,0
1774,스토리,후르츠렌즈!,"3,037",9.79,0
1775,스토리,획,712,9.85,0
1776,스토리,우주의 수호천사,"1,153",9.87,0
1777,스토리,플라워,851,9.67,0
1778,스토리,상실의 계절,"1,217",9.74,0
1779,스토리,결벽증 소녀,"3,947",9.9,0
1780,스토리,방안의 코끼리,744,9.84,1
1781,스토리,여캠 조수희,"1,667",9.51,0
1782,스토리,인생팔이청년,"3,132",9.85,0
1783,스토리,이길수 있어,588,9.45,0
1784,스토리,뼈의 시간,"1,958",9.77,0
1785,스토리,먼지소녀,452,8.81,0
1786,스토리,있는 집 자식들,"1,564",9.75,0
1787,스토리,밤을 거둔 신기루는,"2,380",9.87,0
1788,스토리,안단테,"1,153",8.7,0
1789,스토리,분노의 난임일기,"1,275",9.77,0
1790,스토리,루머의 법칙,"2,909",9.76,0
1791,스토리,좀비신드롬,"2,682",9.85,0
1792,스토리,미용사,911,9.79,0
1793,스토리,문지기,"3,345",9.89,0
1794,스토리,너의 언어,"3,046",9.86,0
1795,스토리,식스틴,691,9.86,1
1796,스토리,급식이조아,"2,788",8.83,0
1797,스토리,저승사자 이야기,"3,476",9.85,0
1798,스토리,미스터 신데렐라,"2,077",9.78,0
1799,스토리,악마의 레시피,"1,485",9.76,0
1800,스토리,신의 태궁,"1,110",9.88,0
1801,스토리,학교귀신,610,9.86,0
1802,스토리,계약우정,"1,303",9.83,0
1803,스토리,블루 블로썸,492,9.63,0
1804,스토리,하늘하늘하늘!,"2,180",9.76,0
1805,스토리,내 신랑은 구미호,"1,446",9.47,0
1806,스토리,공룡 러버즈,477,9.59,0
1807,스토리,그가 내가 되었다,"1,020",9.73,0
1808,스토리,여대생 차오름의 천사,"1,171",9.89,0
1809,스토리,신들을 부탁해!,152,9.8,0
1810,스토리,30일후,"3,638",9.59,0
1811,스토리,제 소원을 들어주세요!,"4,825",9.9,0
1812,스토리,내 이름을 불러줘,"3,755",9.7,0
1813,스토리,이데아 프로젝트,"3,308",9.83,0
1814,스토리,그대와 청춘,959,9.84,0
1815,스토리,드래곤 카이트,"1,842",9.59,0
1816,스토리,공주님은 알바중,"1,426",9.65,0
1817,스토리,이상한 봄,"1,670",9.61,0
1818,스토리,희망사항,"1,410",9.86,0
1819,스토리,신화의 나라,"1,348",9.78,0
1820,스토리,학교다녀오겠습니다,"1,979",9.43,0
1821,스토리,저는 용사님이 아닌데요!,"2,084",9.69,0
1822,스토리,사랑의 헌옷수거함,"3,694",9.75,1
1823,스토리,새는 시간을 난다,390,9.89,0
1824,스토리,Guarding - 그녀는 나의 웬수..,245,9.77,0
1825,스토리,아파트용사,"2,148",9.43,0
1826,스토리,불릿 6미리,"1,087",9.61,1
1827,스토리,뱀프 브라더스,"1,441",9.88,0
1828,스토리,기계인(機械人),"1,341",9.62,0
1829,스토리,별을지나,650,9.64,0
1830,스토리,이상징후(異常徵候),"1,024",9.85,0
1831,스토리,반,928,9.83,0
1832,스토리,나부활,"3,001",9.84,0
1833,스토리,성검의 홀리소드,284,9.78,0
1834,스토리,별똥별이 떨어졌다,"2,967",9.87,0
1835,스토리,죽는날까지,745,9.89,0
1836,스토리,눈꽃,"1,481",9.84,0
1837,스토리,애니멀 다이어리,766,9.71,0
1838,스토리,GO! 신나고,789,9.59,0
1839,스토리,강호열전,430,9.89,0
1840,스토리,마법사와 꼬마,839,9.84,0
1841,스토리,완벽한 이별,"1,590",9.8,0
1842,스토리,나타나주세요!,"4,217",9.54,1
1843,스토리,엔드시즌,"2,263",9.56,0
1844,스토리,"그 어느 날, 우리는 서로를 바라보았다",953,9.64,0
1845,스토리,씨름,873,9.08,0
1846,스토리,블랙 헤이즈,"24,161",9.87,0
1847,스토리,해프닝,"6,329",9.85,0
1848,스토리,이상낙원,"2,161",9.88,0
1849,스토리,용사·마왕·우주인,"2,851",9.9,0
1850,스토리,판타지 TV,"5,497",9.67,0
1851,스토리,저승탈출 넘버원,173,9.23,0
1852,스토리,소녀의 세계,"12,674",9.85,1
1853,스토리,그와 그녀와 그,"4,248",9.86,0
1854,스토리,여의도,"2,483",9.74,0
1855,스토리,쓰지만 달콤해,"2,120",9.16,0
1856,스토리,이별의 플라시보,"2,935",9.78,0
1857,스토리,왕과 나,529,9.85,0
1858,스토리,백설녀와 나무꾼,"5,105",9.87,0
1859,스토리,손 안의 너,"2,240",9.87,0
1860,스토리,브레인 스톰,"4,069",9.87,0
1861,스토리,컬러리스트,"3,316",9.85,0
1862,스토리,여고생이 좋아요,"6,683",9.87,0
1863,스토리,신데렐라를 찾습니다,591,9.81,0
1864,스토리,지금만큼은,"1,260",9.89,0
1865,스토리,시간나비,"1,111",9.1,0
1866,스토리,소녀 연대기,721,9.63,1
1867,스토리,아파지는 중입니다,597,9.74,0
1868,스토리,아베 마리아,"2,310",9.87,0
1869,스토리,우린 NPC다,901,9.69,0
1870,스토리,할짝 심리학,"1,838",9.88,0
1871,스토리,최강의 악마,374,9.89,0
1872,스토리,카타스트로피,"1,118",9.73,0
1873,스토리,(구)신의 태궁,261,9.85,0
1874,스토리,A girl like alien,"2,412",9.82,0
1875,스토리,피플,"1,671",9.84,1
1876,스토리,열여섯과 스물 그 사이,"1,676",9.0,0
1877,스토리,운명...인가요?,"7,301",9.89,0
1878,스토리,초인의시대,533,9.52,1
1879,스토리,촉수괴물 M,"1,123",9.87,0
1880,스토리,그녀의 버킷리스트,476,9.86,1
1881,스토리,날로 먹는 연애,"2,416",9.82,1
1882,스토리,이왕이면 아이돌,"2,021",9.71,0
1883,스토리,넘버그레이,769,9.87,0
1884,스토리,세모와 동그라미,"1,191",9.86,0
1885,스토리,투애니스(20's),"2,230",9.52,0
1886,스토리,나비 이야기,917,9.9,0
